,count
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003235_inline2"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003235_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003235_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline3"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003314_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline4"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline5"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline6"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline7"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline8"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003259_inline9"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003284_inline1"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" mimetype=""image"" xlink:type=""simple"" xlink:href=""S0010437X07003284_inline2"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://www.stt.msu.edu/~cui/software.html"" ext-link-type=""uri"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""http://www.skb.ucla.edu/SALO/"" ext-link-type=""uri"">",1
"<jats:inline-graphic xmlns:xlink=""http://www.w3.org/1999/xlink"" mime-subtype=""gif"" xlink:type=""simple"" xlink:href=""S0143385712000326_inline6"" />",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN97503221"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN19883421"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN20669629"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN22202133"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN22464643"" ext-link-type=""isrctn"" specific-use=""clinicaltrial post-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN28090877"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN28440672"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN30952488"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN31034004"" ext-link-type=""isrctn"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN34153772"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN35108237"" ext-link-type=""isrctn"" specific-use=""clinicaltrial post-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN38047922"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN43811467"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN47028486"" ext-link-type=""isrctn"" specific-use=""clinicaltrial post-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN60065373"" ext-link-type=""isrctn"" specific-use=""clinicaltrial post-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN60065373"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN66118656"" ext-link-type=""isrctn"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN82571474"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN86184521"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN96259142"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN18281271"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN18040196"" ext-link-type=""isrctn"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN17544090"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""AF060571"" ext-link-type=""gen"" xlink:type=""simple"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""url"" xlink:href=""http://webribo.ages.at"" xlink:type=""simple"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""url"" xlink:href=""http://www.imtech.res.in/raghava/egpred/"" xlink:type=""simple"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""url"" xlink:href=""https://doi.org/10.1108/IJCS-04-2018-0007"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""&lt;%22ACTRN12614000705684%22"" ext-link-type=""uri"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""42017054049"" ext-link-type=""uri"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""6168"" ext-link-type=""uri"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""AF060279"" ext-link-type=""gen"" xlink:type=""simple"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""AF060367"" ext-link-type=""gen"" xlink:type=""simple"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""AF060667"" ext-link-type=""gen"" xlink:type=""simple"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN14240288"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""CRD42017064627"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""CRD42017065348"" ext-link-type=""uri"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""CRD42017070741"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN%C2%A025018352"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN04247738"" ext-link-type=""uri"" specific-use=""clinicaltrial"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN11913581"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN11929227"" ext-link-type=""isrctn"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN12726986"" ext-link-type=""isrctn"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN96374224"" ext-link-type=""isrctn"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""ISRCTN99459996"" ext-link-type=""uri"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""url"" xlink:href=""http://emergency.cdc.gov/bioterrorism/"" xlink:type=""simple"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT00327691"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial post-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02653716"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02678169"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02706223"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02780570"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02852928"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02910934"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02933697"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02945566"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02946632"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02989415"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02992184"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03026946"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03064776"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03065088"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03110471"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03135925"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03156452"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03272841"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03307538"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02643732"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02638974"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02637011"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01731366"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT00400257"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT00546806"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT00604006"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT00741728"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01087762"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01397396"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01581827"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01638338"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01733797"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02629666"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01847716"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT01910259"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02047110"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02160171"" ext-link-type=""url"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02486783"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02490007"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02573532"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT02618278"" ext-link-type=""clintrialgov"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""url"" xlink:href=""http://stats.oecd.org"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""url"" xlink:href=""http://digitalbubbles.org.uk"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" xlink:href=""NCT03395431"" ext-link-type=""clintrialgov"" specific-use=""clinicaltrial pre-results"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://ngstar.canada.ca"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://doi.org/10.23641/asha.6170411"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://doi.org/10.23641/asha.6170501"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://doi.org/10.23641/asha.7403963"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://doi.org/10.6084/m9.figshare.4802320.v2"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://drks-neu.uniklinik-freiburg.de/drks_web/navigate.do?navigationId=trial.HTML&amp;TRIAL_ID=DRKS00000494"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://drks-neu.uniklinik-freiburg.de/drks_web/navigate.do?navigationId=trial.HTML&amp;TRIAL_ID=DRKS00003536"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://drks-neu.uniklinik-freiburg.de/drks_web/navigate.do?navigationId=trial.HTML&amp;TRIAL_ID=DRKS00006237"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://dx.doi.org/10.1093/nar/gkh908"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://dx.doi.org/10.1128/JB.184.12.3406-3410.2002"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/BIMIB-DISCo/cyTRON"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/BIMIB-DISCo/cyTRON-js"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/ElettraSciComp/STP-Gui"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/LooseLab/iterassemble"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/RUBi-ZA/MODE-TASK"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/biocircuits/bioscrape"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/dkleftogi/AmpliSolve"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/isovic/graphmap"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/pierrepo/PBxplore"">",1
"<jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""uri"" xlink:href=""https://github.com/syspremed/exploBATCH"">",1
